"Group plugin","New rule","Existing rule","SDLC stage","Kind","Test type","Plugin","Location","Trigger"
"unbreakable","","U196: 2. **Look for two masters** first, before choosing. A blended answer to a split question cannot be rescued by tuning it.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 7. The process","a design decision"
"unbreakable","Where no asymmetry survives, pick one consistent with the adjacent code or convention (over personal preference), note it, and move on.","U86: And a fifth that prevents the first four from becoming a ritual: **where there is no asymmetry, there is nothing to deliberate.** Pick, note it, move on.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § Skill: derive the choice, lean toward the cheaper mistake, split two masters, ask when it's genuinely open","choice has no asymmetry"
"unbreakable","","U97: Pick one, be consistent with it, and spend the attention on a decision that has a shape.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 1.5 Where there is no asymmetry, do not deliberate","genuinely arbitrary choice"
"unbreakable","","U98: Consistency is itself a derivation: *""this way, because everything adjacent is this way""* is a complete answer, and a better one than a fresh preference.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 1.5 Where there is no asymmetry, do not deliberate","arbitrary choice with adjacent convention"
"unbreakable","","U200: 6. **If nothing survives as asymmetric, pick and be consistent** with what is adjacent. Do not spend judgment where there is nothing to judge.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 7. The process","no asymmetry survives"
"unbreakable","","U141: | Local convention | match the surrounding code over personal preference | written once, read hundreds of times |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.3 Contracts and vocabulary | Local convention","local convention differs from preference"
"unbreakable","Represent money in exact minor units or decimals, never binary floating point, and large integers in text formats as strings.","U126: | Money | exact minor units or decimal, never binary floating point | drift is silent, cumulative, and audited |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.1 Representation | Money","representing money"
"unbreakable","","U130: | Large integers across text formats | as strings | silent truncation past the float boundary, reported by nothing |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.1 Representation | Large integers across text formats","large integers in text formats"
"unbreakable","Store timestamps as the instant plus its originating zone or offset; measure elapsed time with a monotonic clock; never order events across machines by timestamp.","U127: | Timestamps | the instant plus its originating zone or offset | a wall-clock string cannot be ordered or converted |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.1 Representation | Timestamps","representing timestamps"
"unbreakable","","U133: | Cross-machine ordering | never by timestamp | clocks disagree by more than the events do |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.2 Behavior under stress | Cross-machine ordering","ordering events across machines"
"unbreakable","","U132: | Elapsed time | monotonic clock; wall clock only for ""when"" | wall time jumps, and durations computed from it go negative |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.2 Behavior under stress | Elapsed time","measuring elapsed time"
"unbreakable","Identifiers are opaque, never reused, and never carry meaning.","U128: | Identifiers | opaque, never reused, never carrying meaning | encoded meaning goes stale and cannot be changed once referenced |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.1 Representation | Identifiers","designing identifiers"
"unbreakable","Expose the least interface surface that satisfies the caller, and change interface fields only additively, never repurposing one.","U129: | Interface fields | additive only; never repurposed | repurposing costs nothing today and silently redirects every old reference |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.1 Representation | Interface fields","changing interface fields"
"unbreakable","","U139: | Interface surface | expose the least that satisfies the caller | widening is additive; narrowing breaks everyone |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.3 Contracts and vocabulary | Interface surface","designing interface surface"
"unbreakable","Queues, caches, pools and result sets are bounded.","U136: | Queues, caches, pools, result sets | bounded | anything unbounded is a memory leak with a schedule |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.2 Behavior under stress | Queues, caches, pools, result sets","queue, cache, pool, or result set"
"unbreakable","Add a fallback only when its degraded mode is correct, not merely available.","U137: | Fallbacks | only when the degraded mode is *correct*, not merely available | most fallbacks convert a loud failure into a quiet wrong answer |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.2 Behavior under stress | Fallbacks","adding a fallback"
"unbreakable","Design persistence assuming termination between any two statements.","U138: | Crash safety | assume termination between any two statements | designed in once, or discovered as a corrupt store |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.2 Behavior under stress | Crash safety","designing persistence"
"unbreakable","Configuration is only what differs per environment (everything else is code), and all of it is validated at startup, in one place.","U143: | Configuration | config is what differs per environment; everything else is code | each option doubles a test matrix that nobody re-runs |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.3 Contracts and vocabulary | Configuration","deciding what is configuration"
"unbreakable","","U144: | Config validation | all of it, at startup, in one place | lazy validation fails on the uncommon path at the worst hour |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.3 Contracts and vocabulary | Config validation","validating configuration"
